,Operator,Departure Time,Travel Duration,Arrival Time,price,Bus Type,Seats Left,Window Seats,rating,Source,Destination,distance
2763,Jabbar  Travels,2024-11-07 21:40:00,08hrs 50mins,2024-11-07 06:30:00,1076,Bharat Benz A/C Sleeper (2+1),24,7,4.4,Hyderabad,Bengaluru,576
2764,Shyamoli Paribahan Pvt Ltd,2024-11-07 21:20:00,09hrs 25mins,2024-11-07 06:45:00,1190,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22,6,4.4,Hyderabad,Bengaluru,576
2765,Dream Line Travels Pvt Ltd,2024-11-07 23:50:00,09hrs 25mins,2024-11-07 09:15:00,1140,VE A/C Sleeper (2+1),15,4,4.5,Hyderabad,Bengaluru,576
2766,IntrCity SmartBus,2024-11-07 20:15:00,10hrs 45mins,2024-11-07 07:00:00,1099,AC Sleeper (2+1),24,11,4.4,Hyderabad,Bengaluru,576
2767,IntrCity SmartBus,2024-11-07 23:00:00,10hrs 20mins,2024-11-07 09:20:00,1009,AC Sleeper (2+1),27,13,4.3,Hyderabad,Bengaluru,576
2768,IntrCity SmartBus,2024-11-07 19:10:00,11hrs 00mins,2024-11-07 06:10:00,719,A/C Seater / Sleeper (2+1),35,14,4.1,Hyderabad,Bengaluru,576
2769,Kallada Travels (Suresh Kallada),2024-11-07 17:10:00,09hrs 50mins,2024-11-07 03:00:00,1000,A/C Sleeper (2+1),17,4,4.5,Hyderabad,Bengaluru,576
2770,IntrCity SmartBus,2024-11-07 16:10:00,13hrs 05mins,2024-11-07 05:15:00,1459,AC Sleeper (2+1),21,11,4.4,Hyderabad,Bengaluru,576
2771,VGO BUS,2024-11-07 21:55:00,13hrs 20mins,2024-11-07 11:15:00,1099,VE A/C Sleeper (2+1),25,11,4.3,Hyderabad,Bengaluru,576
2772,IntrCity SmartBus,2024-11-07 21:00:00,10hrs 45mins,2024-11-07 07:45:00,1029,AC Sleeper (2+1),31,11,4.2,Hyderabad,Bengaluru,576
2775,National  travels,2024-11-07 23:45:00,09hrs 30mins,2024-11-07 09:15:00,1110,VE A/C Sleeper (2+1),24,12,4.3,Hyderabad,Bengaluru,576
2776,BigBus,2024-11-07 13:20:00,11hrs 25mins,2024-11-07 00:45:00,1200,Volvo 9600 Multi-Axle A/C Sleeper (2+1),26,14,4.3,Hyderabad,Bengaluru,576
2777,Kaveri Travels,2024-11-07 22:00:00,09hrs 30mins,2024-11-07 07:30:00,750,A/C Sleeper (2+1),21,11,4.3,Hyderabad,Bengaluru,576
2778,Ramana Tours And Travels,2024-11-07 21:00:00,09hrs 45mins,2024-11-07 06:45:00,899,A/C Sleeper (2+1),15,7,4.3,Hyderabad,Bengaluru,576
2779,IntrCity SmartBus,2024-11-07 20:25:00,12hrs 15mins,2024-11-07 08:40:00,779,A/C Seater / Sleeper (2+1),36,13,4.0,Hyderabad,Bengaluru,576
2780,GEE PEE TRAVELS,2024-11-07 22:35:00,09hrs 10mins,2024-11-07 07:45:00,765,VE A/C Sleeper (2+1),28,13,4.1,Hyderabad,Bengaluru,576
2781,RESHMA TOURISTS,2024-11-07 22:55:00,08hrs 50mins,2024-11-07 07:45:00,1000,Bharat Benz A/C Sleeper (2+1),22,10,4.2,Hyderabad,Bengaluru,576
2782,S.L  Travels,2024-11-07 22:15:00,09hrs 45mins,2024-11-07 08:00:00,990,NON A/C Sleeper (2+1),17,8,4.3,Hyderabad,Bengaluru,576
2783,Sugama  Tourist,2024-11-07 22:00:00,11hrs 00mins,2024-11-07 09:00:00,900,A/C Sleeper (2+1),23,10,4.2,Hyderabad,Bengaluru,576
2784,Kaveri Travels,2024-11-07 21:00:00,09hrs 30mins,2024-11-07 06:30:00,750,A/C Sleeper (2+1),18,8,4.2,Hyderabad,Bengaluru,576
2785,YAS TOURS AND TRAVELS,2024-11-07 14:46:00,10hrs 29mins,2024-11-07 01:15:00,800,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),39,16,3.9,Hyderabad,Bengaluru,576
2786,Aditya Logistics,2024-11-07 21:30:00,09hrs 30mins,2024-11-07 07:00:00,849,A/C Sleeper (2+1),12,4,4.3,Hyderabad,Bengaluru,576
2787,Go Tour Travels and Holidays,2024-11-07 20:45:00,10hrs 15mins,2024-11-07 07:00:00,1349,A/C Sleeper (2+1),20,10,4.2,Hyderabad,Bengaluru,576
2788,Sri Krishna Travels,2024-11-07 22:00:00,11hrs 30mins,2024-11-07 09:30:00,1290,Volvo Multi-Axle A/C Sleeper (2+1) ,26,10,4.1,Hyderabad,Bengaluru,576
2789,Jabbar  Travels,2024-11-07 21:45:00,10hrs 15mins,2024-11-07 08:00:00,1100,NON A/C Sleeper (2+1),19,8,4.2,Hyderabad,Bengaluru,576
2790,Swamy Ayyappa Travels,2024-11-07 18:45:00,10hrs 00mins,2024-11-07 04:45:00,1760,Volvo Multi-Axle I-Shift  A/C Sleeper (2+1),29,14,4.1,Hyderabad,Bengaluru,576
2791,Go Tour Travels and Holidays,2024-11-07 23:00:00,10hrs 00mins,2024-11-07 09:00:00,1199,A/C Sleeper (2+1),23,11,4.1,Hyderabad,Bengaluru,576
2792,SL Travels,2024-11-07 20:10:00,08hrs 50mins,2024-11-07 05:00:00,1040,NON A/C Sleeper (2+1),12,4,4.3,Hyderabad,Bengaluru,576
2793,Swamy Ayyappa Travels,2024-11-07 15:45:00,10hrs 50mins,2024-11-07 02:35:00,1760,Volvo 9600 Multi-Axle A/C Sleeper (2+1),33,13,4.0,Hyderabad,Bengaluru,576
2794,BigBus,2024-11-07 15:00:00,08hrs 30mins,2024-11-07 23:30:00,1400,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18,8,4.2,Hyderabad,Bengaluru,576
2795,Yolo Bus,2024-11-07 22:46:00,11hrs 55mins,2024-11-07 10:41:00,1210,Bharat Benz A/C Sleeper (2+1),23,12,4.0,Hyderabad,Bengaluru,576
2796,Sri Vinayaka Travels,2024-11-07 21:10:00,11hrs 35mins,2024-11-07 08:45:00,699,NON A/C Seater/ Sleeper (2+1),31,14,3.8,Hyderabad,Bengaluru,576
2798,NS Holidays,2024-11-07 21:20:00,11hrs 40mins,2024-11-07 09:00:00,710,NON A/C Sleeper (2+1),27,13,3.8,Hyderabad,Bengaluru,576
2799,Bmcc Travels,2024-11-07 23:30:00,09hrs 15mins,2024-11-07 08:45:00,1899,A/C Sleeper (2+1),27,13,4.0,Hyderabad,Bengaluru,576
2800,LIMOLINER,2024-11-07 21:15:00,11hrs 15mins,2024-11-07 08:30:00,799,A/C Sleeper (2+1),18,16,3.9,Hyderabad,Bengaluru,576
2801,Sri Krishna Travels,2024-11-07 19:40:00,10hrs 20mins,2024-11-07 06:00:00,1300,A/C Sleeper (2+1),16,7,4.0,Hyderabad,Bengaluru,576
2802,Kallada Travels (Suresh Kallada),2024-11-07 15:00:00,09hrs 25mins,2024-11-07 00:25:00,700,Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),33,13,3.7,Hyderabad,Bengaluru,576
2803,YAS TOURS AND TRAVELS,2024-11-07 17:30:00,10hrs 00mins,2024-11-07 03:30:00,1400,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21,9,3.9,Hyderabad,Bengaluru,576
2804,Orange Tours And Travels,2024-11-07 23:20:00,10hrs 40mins,2024-11-07 10:00:00,1500,Volvo 9600 Multi-Axle A/C Sleeper (2+1),32,14,3.7,Hyderabad,Bengaluru,576
2805,ANMOL TOURS & TRAVELS,2024-11-07 19:10:00,12hrs 45mins,2024-11-07 07:55:00,3600,Bharat Benz A/C Sleeper (2+1),36,18,3.9,Hyderabad,Bengaluru,576
2806,Ahobila Travels,2024-11-07 22:45:00,09hrs 15mins,2024-11-07 08:00:00,700,Non A/C Seater / Sleeper (2+1),39,20,3.5,Hyderabad,Bengaluru,576
2807,IRA Travels,2024-11-07 21:45:00,09hrs 15mins,2024-11-07 07:00:00,1869,A/C Sleeper (2+1),17,6,4.0,Hyderabad,Bengaluru,576
2808,GEE PEE TRAVELS,2024-11-07 21:50:00,11hrs 20mins,2024-11-07 09:10:00,819,NON A/C Sleeper (2+1),24,13,3.7,Hyderabad,Bengaluru,576
2809,Balaji Cabs,2024-11-07 17:20:00,11hrs 40mins,2024-11-07 05:00:00,1499,Bharat Benz A/C Sleeper (2+1),13,5,4.0,Hyderabad,Bengaluru,576
2810,AVM Tours And Travels,2024-11-07 21:08:00,12hrs 59mins,2024-11-07 10:07:00,617,Non A/C Seater / Sleeper (2+1),23,6,3.7,Hyderabad,Bengaluru,576
2811,National  travels,2024-11-07 23:15:00,07hrs 45mins,2024-11-07 07:00:00,1000,Scania AC Multi Axle Sleeper (2+1),36,18,3.5,Hyderabad,Bengaluru,576
2812,Swamy Ayyappa Travels,2024-11-07 14:45:00,10hrs 30mins,2024-11-07 01:15:00,1550,A/C Sleeper (2+1),24,11,3.8,Hyderabad,Bengaluru,576
2813,Kallada Travels (Suresh Kallada),2024-11-07 17:05:00,09hrs 20mins,2024-11-07 02:25:00,1000,A/C Sleeper (2+1),27,8,3.7,Hyderabad,Bengaluru,576
2815,National  travels,2024-11-07 20:50:00,09hrs 10mins,2024-11-07 06:00:00,1004,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),27,14,3.6,Hyderabad,Bengaluru,576
2816,YAS TOURS AND TRAVELS,2024-11-07 13:30:00,10hrs 15mins,2024-11-07 23:45:00,1400,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),18,8,3.8,Hyderabad,Bengaluru,576
2817,National  travels,2024-11-07 19:40:00,09hrs 20mins,2024-11-07 05:00:00,1100,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),31,14,3.5,Hyderabad,Bengaluru,576
2818,Pooja Travels (Nagpur),2024-11-07 23:00:00,10hrs 40mins,2024-11-07 09:40:00,3500,Bharat Benz A/C Sleeper (2+1),15,6,4.0,Hyderabad,Bengaluru,576
2819,Kallada Travels (Suresh Kallada),2024-11-07 13:50:00,09hrs 50mins,2024-11-07 23:40:00,900,A/C Sleeper (2+1),20,5,3.6,Hyderabad,Bengaluru,576
2820,Orange Tours And Travels,2024-11-07 18:55:00,10hrs 35mins,2024-11-07 05:30:00,1400,Volvo 9600 Multi-Axle A/C Sleeper (2+1),14,6,3.7,Hyderabad,Bengaluru,576
2821,YAS TOURS AND TRAVELS,2024-11-07 14:46:00,10hrs 29mins,2024-11-07 01:15:00,1500,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20,9,3.6,Hyderabad,Bengaluru,576
2822,Kallada Travels (Suresh Kallada),2024-11-07 16:00:00,10hrs 25mins,2024-11-07 02:25:00,999,A/C Sleeper (2+1),28,9,3.4,Hyderabad,Bengaluru,576
2823,Swamy Ayyappa Travels,2024-11-07 14:45:00,10hrs 15mins,2024-11-07 01:00:00,1550,A/C Sleeper (2+1),26,12,3.4,Hyderabad,Bengaluru,576
2824,Bharathi  Travels,2024-11-07 21:00:00,10hrs 40mins,2024-11-07 07:40:00,1200,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),27,13,3.2,Hyderabad,Bengaluru,576
2825,PSK Travels,2024-11-07 17:45:00,10hrs 00mins,2024-11-07 03:45:00,1490,Bharat Benz A/C Sleeper (2+1),17,7,3.4,Hyderabad,Bengaluru,576
2827,Saleem Travels,2024-11-07 21:45:00,11hrs 15mins,2024-11-07 09:00:00,1150,NON A/C Sleeper (2+1),27,14,3.2,Hyderabad,Bengaluru,576
2828,Saleem Travels,2024-11-07 19:05:00,11hrs 26mins,2024-11-07 06:31:00,799,NON A/C Seater Push Back (2+2),34,15,3.0,Hyderabad,Bengaluru,576
2829,Orange Tours And Travels,2024-11-07 22:20:00,09hrs 55mins,2024-11-07 08:15:00,1900,Scania AC Multi Axle Sleeper (2+1),22,9,3.3,Hyderabad,Bengaluru,576
2830,S.L  Travels,2024-11-07 20:55:00,09hrs 05mins,2024-11-07 06:00:00,1250,Non A/C Seater / Sleeper (2+1),34,18,3.0,Hyderabad,Bengaluru,576
2831,Northern Travels,2024-11-07 11:30:00,10hrs 00mins,2024-11-07 21:30:00,500,Bharat Benz A/C Seater /Sleeper (2+1),23,10,3.1,Hyderabad,Bengaluru,576
2832,Kallada Travels (Suresh Kallada),2024-11-07 16:00:00,09hrs 30mins,2024-11-07 01:30:00,999,A/C Sleeper (2+1),25,9,3.1,Hyderabad,Bengaluru,576
2834,Bmcc Travels,2024-11-07 19:25:00,11hrs 50mins,2024-11-07 07:15:00,900,A/C Sleeper (2+1),27,13,3.0,Hyderabad,Bengaluru,576
2835,BigBus,2024-11-07 16:12:00,10hrs 03mins,2024-11-07 02:15:00,1800,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22,12,3.2,Hyderabad,Bengaluru,576
2836,SRS Travels,2024-11-07 23:30:00,08hrs 00mins,2024-11-07 07:30:00,1900,Scania Multi-Axle AC Semi Sleeper (2+2),34,11,3.0,Hyderabad,Bengaluru,576
2837,VRL Travels,2024-11-07 19:00:00,10hrs 00mins,2024-11-07 05:00:00,1200,A/C Sleeper (2+1),23,10,3.1,Hyderabad,Bengaluru,576
2838,VRL Travels,2024-11-07 23:20:00,07hrs 25mins,2024-11-07 06:45:00,1200,Volvo 9600 Multi-Axle A/C Sleeper (2+1),33,16,2.9,Hyderabad,Bengaluru,576
2839,Yes Express Tours and Travels,2024-11-07 18:00:00,12hrs 10mins,2024-11-07 06:10:00,799,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),15,6,3.0,Hyderabad,Bengaluru,576
2841,VRL Travels,2024-11-07 21:45:00,08hrs 45mins,2024-11-07 06:30:00,1200,NON A/C Sleeper (2+1),22,10,3.0,Hyderabad,Bengaluru,576
2842,Orange Tours and Travels Grand,2024-11-07 18:55:00,10hrs 10mins,2024-11-07 05:05:00,1300,A/C Sleeper (2+1),23,10,2.9,Hyderabad,Bengaluru,576
2843,SRS Travels,2024-11-07 22:30:00,09hrs 00mins,2024-11-07 07:30:00,950,A/C Sleeper (2+1),16,5,3.0,Hyderabad,Bengaluru,576
2844,Orange Tours And Travels,2024-11-07 23:20:00,09hrs 55mins,2024-11-07 09:15:00,3500,Scania AC Multi Axle Sleeper (2+1),19,8,3.2,Hyderabad,Bengaluru,576
2845,Orange Tours And Travels,2024-11-07 20:40:00,09hrs 50mins,2024-11-07 06:30:00,1270,Scania AC Multi Axle Sleeper (2+1),29,14,2.7,Hyderabad,Bengaluru,576
2846,Kaleswari Travels,2024-11-07 20:00:00,13hrs 15mins,2024-11-07 09:15:00,699,Non A/C Seater / Sleeper (2+1),24,13,2.7,Hyderabad,Bengaluru,576
2847,Bmcc Travels,2024-11-07 21:15:00,11hrs 00mins,2024-11-07 08:15:00,764,A/C Sleeper (2+1),30,14,2.6,Hyderabad,Bengaluru,576
2848,Skyline Transport,2024-11-07 22:50:00,06hrs 40mins,2024-11-07 05:30:00,3999,Non A/C Seater / Sleeper (2+1),45,24,2.6,Hyderabad,Bengaluru,576
2849,Orange Tours and Travels Grand,2024-11-07 22:20:00,09hrs 10mins,2024-11-07 07:30:00,1400,A/C Sleeper (2+1),17,9,2.8,Hyderabad,Bengaluru,576
2850,Orange Tours And Travels,2024-11-07 20:50:00,11hrs 10mins,2024-11-07 08:00:00,1000,NON A/C Seater/ Sleeper (2+1),18,7,2.7,Hyderabad,Bengaluru,576
2851,Bmcc Travels,2024-11-07 23:45:00,09hrs 00mins,2024-11-07 08:45:00,1550,A/C Sleeper (2+1),24,11,2.7,Hyderabad,Bengaluru,576
2854,SRS Travels,2024-11-07 21:30:00,10hrs 00mins,2024-11-07 07:30:00,650,NON AC Seater / Sleeper 2+1,29,8,2.4,Hyderabad,Bengaluru,576
2855,National  travels,2024-11-07 23:40:00,08hrs 50mins,2024-11-07 08:30:00,1550,A/C Sleeper (2+1),22,11,2.6,Hyderabad,Bengaluru,576
2856,Orange Tours And Travels,2024-11-07 15:50:00,10hrs 40mins,2024-11-07 02:30:00,1000,Bharat Benz A/C Sleeper (2+1),24,12,2.5,Hyderabad,Bengaluru,576
2857,Orange Tours And Travels,2024-11-07 22:20:00,09hrs 10mins,2024-11-07 07:30:00,1400,A/C Sleeper (2+1),32,15,2.4,Hyderabad,Bengaluru,576
2858,Kaleswari Travels,2024-11-07 23:30:00,10hrs 00mins,2024-11-07 09:30:00,699,Non A/C Seater / Sleeper (2+1),24,13,2.4,Hyderabad,Bengaluru,576
2859,DHANUNJAYA TRAVELS,2024-11-07 22:00:00,11hrs 50mins,2024-11-07 09:50:00,599,A/C Seater / Sleeper (2+1),33,16,2.2,Hyderabad,Bengaluru,576
2860,Morning Star Travels,2024-11-07 22:15:00,09hrs 00mins,2024-11-07 07:15:00,1490,Scania AC Multi Axle Sleeper (2+1),18,6,2.6,Hyderabad,Bengaluru,576
2861,Orange Tours And Travels,2024-11-07 22:00:00,09hrs 15mins,2024-11-07 07:15:00,1100,A/C Seater / Sleeper (2+1),24,11,2.3,Hyderabad,Bengaluru,576
2862,Morning Star Travels,2024-11-07 22:10:00,08hrs 50mins,2024-11-07 07:00:00,1490,A/C Sleeper (2+1),21,9,2.4,Hyderabad,Bengaluru,576
2863,National  travels,2024-11-07 20:48:00,11hrs 32mins,2024-11-07 08:20:00,1550,Bharat Benz A/C Sleeper (2+1),32,17,2.1,Hyderabad,Bengaluru,576
2864,DHANUNJAYA TRAVELS,2024-11-07 20:45:00,08hrs 45mins,2024-11-07 05:30:00,599,A/C Semi Sleeper / Sleeper (2+1),31,17,1.9,Hyderabad,Bengaluru,576
2865,NEW DHEERAJ TOURS AND TRAVELS,2024-11-07 23:50:00,06hrs 40mins,2024-11-07 06:30:00,5000,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),37,19,2.4,Hyderabad,Bengaluru,576
2866,SRI SAI MURALI KRISHNA TRAVELS,2024-11-07 20:55:00,10hrs 45mins,2024-11-07 07:40:00,1699,A/C Sleeper (2+1),30,16,2.1,Hyderabad,Bengaluru,576
2867,Morning Star Travels,2024-11-07 22:30:00,09hrs 00mins,2024-11-07 07:30:00,1490,Scania AC Multi Axle Sleeper (2+1),25,12,2.1,Hyderabad,Bengaluru,576
2868,Shree Savariya Travels & Transport,2024-11-07 23:10:00,09hrs 50mins,2024-11-07 09:00:00,3999,A/C Seater / Sleeper (2+1),31,14,2.1,Hyderabad,Bengaluru,576
2869,ANMOL TOURS & TRAVELS,2024-11-07 21:00:00,11hrs 15mins,2024-11-07 08:15:00,3600,Bharat Benz A/C Sleeper (2+1),36,18,2.0,Hyderabad,Bengaluru,576
2870,Northern Travels,2024-11-07 23:45:00,09hrs 45mins,2024-11-07 09:30:00,1999,Bharat Benz A/C Sleeper (2+1),25,12,1.9,Hyderabad,Bengaluru,576
2871,Morning Star Travels,2024-11-07 23:15:00,07hrs 15mins,2024-11-07 06:30:00,1190,A/C Sleeper (2+1),26,13,1.7,Hyderabad,Bengaluru,576
2872,Tranzindia Travels,2024-11-07 20:50:00,09hrs 40mins,2024-11-07 06:30:00,899,NON A/C Sleeper (2+1),14,7,1.9,Hyderabad,Bengaluru,576
2873,Tranzindia Travels,2024-11-07 20:00:00,10hrs 45mins,2024-11-07 06:45:00,649,Non A/C Seater / Sleeper (2+1),20,9,1.7,Hyderabad,Bengaluru,576
2874,Northern Travels,2024-11-07 08:15:00,09hrs 30mins,2024-11-07 17:45:00,999,Bharat Benz A/C Sleeper (2+1),23,10,1.5,Hyderabad,Bengaluru,576
2875,Alpha Travels,2024-11-07 22:00:00,11hrs 00mins,2024-11-07 09:00:00,6000,NON A/C Seater (2+2),45,20,1.5,Hyderabad,Bengaluru,576
2876,Alpha Travels,2024-11-07 22:00:00,11hrs 00mins,2024-11-07 09:00:00,6000,A/C Seater/Sleeper (2+1),41,20,1.5,Hyderabad,Bengaluru,576
2877,DHANUNJAYA TRAVELS,2024-11-07 23:00:00,07hrs 15mins,2024-11-07 06:15:00,899,Bharat Benz A/C Sleeper (2+1),27,13,1.2,Hyderabad,Bengaluru,576
2879,Northern Travels,2024-11-07 23:59:00,10hrs 31mins,2024-11-07 10:30:00,1249,Bharat Benz A/C Seater /Sleeper (2+1),31,17,1.0,Hyderabad,Bengaluru,576
2882,Bharathi  Travels,2024-11-07 23:00:00,10hrs 30mins,2024-11-07 09:30:00,1499,Volvo 9600 Multi-Axle A/C Sleeper (2+1),34,18,5.0,Hyderabad,Chennai,627
2883,VKV Travels,2024-11-07 23:00:00,11hrs 40mins,2024-11-07 10:40:00,1190,A/C Sleeper (2+1),36,12,4.4,Hyderabad,Chennai,627
2884,Zingbus Plus,2024-11-07 18:30:00,10hrs 10mins,2024-11-07 04:40:00,1205,A/C Sleeper (2+1),14,7,4.7,Hyderabad,Chennai,627
2885,IntrCity SmartBus,2024-11-07 23:00:00,11hrs 00mins,2024-11-07 10:00:00,649,A/C Seater / Sleeper (2+1),39,15,3.9,Hyderabad,Chennai,627
2886,IntrCity SmartBus,2024-11-07 21:40:00,10hrs 55mins,2024-11-07 08:35:00,1069,AC Sleeper (2+1),28,9,4.4,Hyderabad,Chennai,627
2887,Ramana Tours And Travels,2024-11-07 17:45:00,14hrs 10mins,2024-11-07 07:55:00,1110,A/C Sleeper (2+1),18,9,4.5,Hyderabad,Chennai,627
2888,IntrCity SmartBus,2024-11-07 19:15:00,10hrs 30mins,2024-11-07 05:45:00,1379,AC Sleeper (2+1),20,8,4.5,Hyderabad,Chennai,627
2889,IntrCity SmartBus,2024-11-07 22:15:00,10hrs 40mins,2024-11-07 08:55:00,979,AC Sleeper (2+1),30,10,4.3,Hyderabad,Chennai,627
2890,Jagan Travels,2024-11-07 22:20:00,12hrs 00mins,2024-11-07 10:20:00,700,A/C Seater / Sleeper (2+1),35,17,4.3,Hyderabad,Chennai,627
2891,LIMOLINER,2024-11-07 17:20:00,15hrs 10mins,2024-11-07 08:30:00,1009,A/C Sleeper (2+1),24,22,4.2,Hyderabad,Chennai,627
2892,IntrCity SmartBus,2024-11-07 20:30:00,10hrs 45mins,2024-11-07 07:15:00,1219,AC Sleeper (2+1),23,12,4.2,Hyderabad,Chennai,627
2893,LimoLiner,2024-11-07 22:30:00,12hrs 10mins,2024-11-07 10:40:00,909,A/C Sleeper (2+1),23,22,4.1,Hyderabad,Chennai,627
2894,Jagan Travels,2024-11-07 20:40:00,10hrs 20mins,2024-11-07 07:00:00,1625,Scania AC Multi Axle Sleeper (2+1),15,7,4.4,Hyderabad,Chennai,627
2896,V Kaveri Travels,2024-11-07 19:00:00,12hrs 30mins,2024-11-07 07:30:00,1300,Volvo Multi-Axle A/C Sleeper (2+1) ,33,11,3.9,Hyderabad,Chennai,627
2897,Vikram Travels,2024-11-07 21:10:00,11hrs 15mins,2024-11-07 08:25:00,1199,Volvo 9600 Multi-Axle A/C Sleeper (2+1),26,13,3.9,Hyderabad,Chennai,627
2898,V Kaveri Travels,2024-11-07 17:00:00,12hrs 30mins,2024-11-07 05:30:00,990,A/C Sleeper (2+1),18,7,4.0,Hyderabad,Chennai,627
2899,Bharathi  Travels,2024-11-07 22:50:00,10hrs 00mins,2024-11-07 08:50:00,1299,Scania AC Multi Axle Sleeper (2+1),33,17,3.7,Hyderabad,Chennai,627
2900,Sri Tulasi Tours and Travels,2024-11-07 22:00:00,12hrs 00mins,2024-11-07 10:00:00,1099,A/C Sleeper (2+1),24,13,3.7,Hyderabad,Chennai,627
2901,Sri Krishna Travels,2024-11-07 21:30:00,12hrs 00mins,2024-11-07 09:30:00,1000,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),27,10,3.6,Hyderabad,Chennai,627
2902,Sri Krishna Travels,2024-11-07 19:30:00,11hrs 20mins,2024-11-07 06:50:00,1200,Volvo Multi-Axle A/C Sleeper (2+1),21,10,3.6,Hyderabad,Chennai,627
2903,V Kaveri Travels,2024-11-07 21:30:00,12hrs 50mins,2024-11-07 10:20:00,1100,Volvo Multi-Axle A/C Sleeper (2+1) ,27,9,3.4,Hyderabad,Chennai,627
2904,Bharathi  Travels,2024-11-07 22:30:00,10hrs 35mins,2024-11-07 09:05:00,1200,A/C Sleeper (2+1),32,14,3.2,Hyderabad,Chennai,627
2905,TTS Travels Hyd,2024-11-07 20:25:00,13hrs 24mins,2024-11-07 09:49:00,1149,A/C Sleeper (2+1),30,14,2.3,Hyderabad,Chennai,627
2906,Shama Sardar Travels HPM,2024-11-07 20:00:00,12hrs 30mins,2024-11-07 08:30:00,999,A/C Sleeper (2+1),30,14,1.9,Hyderabad,Chennai,627
2907,Morning Star Travels,2024-11-07 22:30:00,11hrs 15mins,2024-11-07 09:45:00,1190,A/C Sleeper (2+1),35,17,1.7,Hyderabad,Chennai,627
2908,Orange Tours And Travels,2024-11-07 20:45:00,11hrs 35mins,2024-11-07 08:20:00,1600,Volvo 9600 Multi-Axle A/C Sleeper (2+1),30,15,1.8,Hyderabad,Chennai,627
2909,Shama Sardar Travels HPM,2024-11-07 18:40:00,13hrs 50mins,2024-11-07 08:30:00,799,NON A/C Semi Sleeper (2+2),32,14,1.9,Hyderabad,Chennai,627
2910,Shama Sardar Travels,2024-11-07 20:55:00,12hrs 54mins,2024-11-07 09:49:00,799,NON A/C Semi Sleeper (2+2),28,12,1.7,Hyderabad,Chennai,627
2912,IntrCity SmartBus,2024-11-07 18:40:00,16hrs 30mins,2024-11-07 11:10:00,1295,AC Sleeper (2+1),22,12,4.1,Hyderabad,Goa,674
2913,VRL Travels,2024-11-07 21:15:00,16hrs 00mins,2024-11-07 13:15:00,1800,A/C Sleeper (2+1),11,4,4.3,Hyderabad,Goa,674
2914,PSR Travels Goa,2024-11-07 18:30:00,14hrs 00mins,2024-11-07 08:30:00,1400,A/C Sleeper (2+1),25,15,4.0,Hyderabad,Goa,674
2915,Atmaram Gobus,2024-11-07 19:00:00,14hrs 00mins,2024-11-07 09:00:00,9999,Bharat Benz A/C Sleeper (2+1),34,18,4.0,Hyderabad,Goa,674
2916,PVS Tours and Travels,2024-11-07 21:45:00,18hrs 20mins,2024-11-07 16:05:00,1699,A/C Sleeper (2+1),26,9,3.8,Hyderabad,Goa,674
2917,VRL Travels,2024-11-07 17:00:00,16hrs 30mins,2024-11-07 09:30:00,1400,A/C Sleeper (2+1),22,9,3.7,Hyderabad,Goa,674
2918,IntrCity SmartBus,2024-11-07 19:45:00,16hrs 30mins,2024-11-07 12:15:00,1270,AC Sleeper (2+1),24,12,3.5,Hyderabad,Goa,674
2920,Shirdi Xpress	,2024-11-07 18:45:00,15hrs 45mins,2024-11-07 10:30:00,1250,A/C Sleeper (2+1),19,6,3.4,Hyderabad,Goa,674
2921,VRL Travels,2024-11-07 17:15:00,16hrs 45mins,2024-11-07 10:00:00,1700,Volvo 9600 Multi-Axle A/C Sleeper (2+1),28,10,3.3,Hyderabad,Goa,674
2922,VRL Travels,2024-11-07 18:15:00,16hrs 00mins,2024-11-07 10:15:00,1500,A/C Sleeper (2+1),18,8,3.1,Hyderabad,Goa,674
2923,PVS Tours and Travels,2024-11-07 19:00:00,16hrs 00mins,2024-11-07 11:00:00,1496,A/C Sleeper (2+1),27,9,3.0,Hyderabad,Goa,674
2924,PVS Tours and Travels,2024-11-07 23:45:00,15hrs 15mins,2024-11-07 15:00:00,1699,A/C Sleeper (2+1),24,8,3.0,Hyderabad,Goa,674
2925,Zingbus Plus,2024-11-07 17:30:00,15hrs 30mins,2024-11-07 09:00:00,1257,AC Sleeper (2+1),20,11,3.0,Hyderabad,Goa,674
2926,Easy Bus Tours and Travels,2024-11-07 23:45:00,15hrs 15mins,2024-11-07 15:00:00,2999,Bharat Benz A/C Sleeper (2+1),24,12,2.5,Hyderabad,Goa,674
